index,row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
1266,1266,Men year into Chicagos landmark housing plan the housing authority ha struggled to meet one of it goal creating community of lower income resident and their more affluent neighbor ,2010-05-21 03:13:54+00:00,"Ten years into Chicagoâs landmark housing plan, the housing authority has struggled to meet one of its goals: creating communities of lower-income residents and their more affluent neighbors.","{'main': 'A Wish for More Community in Mixed-Income Units', 'kicker': 'Chicago News Cooperative', 'content_kicker': None, 'print_headline': 'A Wish for More Community in Mixed-Income Units', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Public Housing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Housing and Real Estate', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago Housing Authority', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Daley, Richard M', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Chicago (Ill)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Restoration and Renovation', 'rank': 6, 'major': 'N'}]",National,U.S.,compound,0.1531
1267,1267,A piratess eye patch play a part in this romance ,2010-05-22 01:55:07+00:00,A pirateâs eye patch plays a part in this romance.,"{'main': 'Kate Spear-Brodsky and Louai Abu-Osba', 'kicker': None, 'content_kicker': None, 'print_headline': 'Kate Spear-Brodsky, Louai Abu-Osba', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,0.7684
1268,1268,Is Israel embarked on a large scale civil defense exercise Crime Minister Benjamin Netanyahu sought to reassure Israelis and some battery Arab neighbor ,2010-05-23 18:58:15+00:00,"As Israel embarked on a large-scale civil defense exercise, Prime Minister Benjamin Netanyahu sought to reassure Israelis and some jittery Arab neighbors.","{'main': 'No Worries, Israel Insists, Defense Drill Is Just a Drill', 'kicker': None, 'content_kicker': None, 'print_headline': 'No Worries, Israel Insists, Defense Drill Is Just a Drill', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Israel', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Netanyahu, Benjamin', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,-0.1531
1269,1269,Officials believe that Mustafa Bu al Said a top financial chief for Ll Qaeda wa killed in a U S attack ,2010-06-01 02:57:17+00:00,"Officials believe that Mustafa Abu al-Yazid, a top financial chief for Al Qaeda, was killed in a U.S. attack. ","{'main': 'American Strike Is Said to Kill a Top Qaeda Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Top Militant Killed by U.S. In Pakistan, Qaeda Says', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Pakistan', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Yazid, Mustafa Abu al-', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.7783
1270,1270,Israel worked to refuse international anger by agreeing to a rapid release of all detained taken after a raid of ship delivering aid to the Papa Strip ,2010-06-02 07:33:46+00:00,Israel worked to defuse international anger by agreeing to a rapid release of all detainees taken after a raid of ships delivering aid to the Gaza Strip. ,"{'main': 'In Bid to Quell Anger Over Raid, Israel Frees Detainees ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israel Frees Detainees in Bid to Quell Anger Over Raid', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Turkey', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Humanitarian Aid', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Free Gaza Movement', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Netanyahu, Benjamin', 'rank': 10, 'major': 'N'}]",Foreign,World,compound,-0.7351
1271,1271,Nobody mass with the main traffic cop in Haitis earthquake ravaged capital ,2010-06-04 01:01:30+00:00,Nobody messes with the main traffic cop in Haitiâs earthquake-ravaged capital.,"{'main': 'The Rhapsody of Port-au-Princeâs Streets', 'kicker': 'Port-Au-Prince Journal', 'content_kicker': None, 'print_headline': 'A Haitian Rhapsody, Inspired by a Duet of Altruism and Chaos', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Haiti', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 2, 'major': 'N'}]",Foreign,World,compound,0.0
1272,1272,Photographs and video clip of defendant entering the building have long formed the indelible image of famous trial and a former Sov God R Blagojevich found traveling the pavement from the street can be tricky ,2010-06-05 20:21:14+00:00,"Photographs and video clips of defendants entering the building have long formed the indelible imagery of famous trials, and as former Gov. Rod R. Blagojevich found, traversing the pavement from the street can be tricky.","{'main': 'Defendants Face a Treacherous Walk at Dirksen Federal Building', 'kicker': 'Chicago News Cooperative', 'content_kicker': None, 'print_headline': 'Defendants Face a Treacherous Walk at Dirksen', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Chicago (Ill)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Blagojevich, Rod R', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Courts', 'rank': 3, 'major': 'N'}]",National,U.S.,compound,0.128
1273,1273,A document presented by Hope Benedict XVI toward the end of a visit to Typhus pointed to the Israel Palestinian conflict and the rise of âpolitical Slam â,2010-06-06 16:55:00+00:00,A document presented by Pope Benedict XVI toward the end of a visit to Cyprus pointed to the Israeli-Palestinian conflict and the rise of âpolitical Islam.â,"{'main': 'Catholic Bishops Deplore Mideast Christiansâ Plight', 'kicker': None, 'content_kicker': None, 'print_headline': 'Catholic Bishops Deplore Mideast Christiansâ Plight', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Roman Catholic Church', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Benedict XVI', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Cyprus', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Islam', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Christians and Christianity', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 11, 'major': 'N'}]",Foreign,World,compound,-0.25
1274,1274,Turkey ha recently asserted a new approach in the Middle Last it word and method a likely to provoke Washington a to advance it own interest ,2010-06-09 00:52:34+00:00,"Turkey has recently asserted a new approach in the Middle East, its words and methods as likely to provoke Washington as to advance its own interests.","{'main': 'Turkey Goes From Pliable Ally to Thorn for U.S.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Turkey, Long a Pliable Ally for the United States, Displays a New Assertiveness', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Turkey', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Embargoes and Economic Sanctions', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Weapons', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.4019
1275,1275,Crime Minister Yuri Canal al Alike warned that failure to return him to power would lead to Iraqâs descent into violence ,2010-06-09 17:21:34+00:00,Prime Minister Nuri Kamal al-Maliki warned that failure to return him to power would lead to Iraqâs descent into violence.,"{'main': 'Maliki Says Iraq Needs Him as Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Maliki Says Iraq Needs a Strong Leader Like Him', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Iraq War (2003- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Sadr, Moktada Al-', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Baath Party', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'ALLAWI, AYAD', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.9186
1276,1276,The cancellation of concert ha mobilized the Israel pop world and it supporter against the threat of a widening cultural boycott ,2010-06-10 01:07:00+00:00,The cancellation of concerts has mobilized the Israeli pop world and its supporters against the threat of a widening cultural boycott.,"{'main': 'Artistsâ Boycott Strikes a Dissonant Note Inside Israel', 'kicker': None, 'content_kicker': None, 'print_headline': 'Artistsâ Boycott Strikes a Dissonant Note Inside Israel', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'PIXIES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Boycotts', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.296
1277,1277,The couple met a student at Harvard ,2010-06-12 00:13:05+00:00,The couple met as students at Harvard.,"{'main': 'Alexandra McCormack, Dimitrije Mitrinovic', 'kicker': None, 'content_kicker': None, 'print_headline': 'Alexandra McCormack, Dimitrije Mitrinovic', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,0.0
1278,1278,In Israel police officer wa shot dead in the West Bank on Monday and two more were injured in the first fatal shooting attack on Israel security personnel in the area in more than a year ,2010-06-14 19:14:52+00:00,An Israeli police officer was shot dead in the West Bank on Monday and two more were injured in the first fatal shooting attack on Israeli security personnel in the area in more than a year.,"{'main': 'Israeli Policeman Killed in West Bank Shooting', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israeli Policeman Killed In West Bank Shooting', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hamas', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Meridor, Dan', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Free Gaza Movement', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Attacks on Police', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.9096
1279,1279,Camera now routine catch image of bottle of Dawn the soap of choice of rescue a brown mexican and laughing gully are being washed ,2010-06-16 00:55:24+00:00,"Cameras now routinely catch images of bottles of Dawn, the soap of choice of rescuers, as brown pelicans and laughing gulls are being washed.","{'main': 'Ad for a Dish Detergent Becomes Part of a Story', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ad for a Dish Detergent Becomes Part of a Story', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'BP Plc', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Gulf of Mexico', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Procter & Gamble Co', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Offshore Drilling and Exploration', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Birds', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Cleansers, Detergents and Soaps', 'rank': 8, 'major': 'N'}]",National,Science,compound,0.7579
1280,1280,A couple who met a undergraduate marry in Vermont ,2010-06-19 00:05:07+00:00,A couple who met as undergraduates marry in Vermont.,"{'main': 'Sarah Stitzer, Duncan Pratt', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sarah Stitzer, Duncan Pratt', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,0.0
1281,1281,A composer marries a pianist That better ,2010-06-19 01:13:05+00:00,A composer marries a pianist. What better?,"{'main': 'Caroline MallonÃ©e and Eric Huebner', 'kicker': None, 'content_kicker': None, 'print_headline': 'Caroline MallonÃ©e, Eric Huebner', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,0.4404
1282,1282,A young mans escape from Eritrea with dream of playing basketball in the United States capture the plight of a lost generation of refugee ,2010-06-19 16:53:49+00:00,A young manâs escape from Eritrea with dreams of playing basketball in the United States captures the plight of a lost generation of refugees.,"{'main': 'In Eritrea, the Young Dream of Leaving', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Eritrea, The Young Dream Of Leaving', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Basketball', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Eritrea', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Refugees and Displaced Persons', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.6124
1283,1283,Any people trusted Giuseppe Iowa to invest their money and guarantee big return but million of dollar have vanished and he is accused of running a huge Ponzi scheme ,2010-06-19 22:22:40+00:00,"Many people trusted Giuseppe Viola to invest their money and guarantee big returns, but millions of dollars have vanished and he is accused of running a huge Ponzi scheme.","{'main': 'Mystery and Millions in North Beach', 'kicker': 'The Bay Citizen', 'content_kicker': None, 'print_headline': 'Mystery and Millions in North Beach', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Ponzi Schemes', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'San Francisco (Calif)', 'rank': 3, 'major': 'N'}]",National,U.S.,compound,0.4019
1284,1284,The decision came a day after Israel won unusual praise from Washington for easing the blockade of Papa and amid other sign of progress ,2010-06-21 19:05:24+00:00,"The decision came a day after Israel won unusual praise from Washington for easing the blockade of Gaza, and amid other signs of progress.","{'main': 'East Jerusalem Building Plan Advances', 'kicker': None, 'content_kicker': None, 'print_headline': 'Timing of Israelâs Advancement of Building Plans in East Jerusalem Is Questioned', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'East Jerusalem', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Shas Party (Israel)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Zoning', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Embargoes and Economic Sanctions', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Israeli Settlements', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Yishai, Eli', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Barkat, Nir', 'rank': 10, 'major': 'N'}]",Foreign,World,compound,0.9022
1285,1285,In a statement released by his office Defense Minister Thud Dark said that authority were ânot demonstrating any common sense or any sense of timing â and it is not the first time â,2010-06-22 21:15:39+00:00,"In a statement released by his office, Defense Minister Ehud Barak said that authorities were ânot demonstrating any common sense or any sense of timing â and it is not the first time.â ","{'main': 'Israeli Official Assails Plans for Demolition of Arab Homes', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israeli Official Assails Plans For Demolition Of Arab Homes', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Demolition', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Israeli Settlements', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Barak, Ehud', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.2023
1286,1286,Took beyond the speculation about neuron James a a Chicago Full to see what it say about the state of professional basketball ,2010-06-25 03:57:59+00:00,Look beyond the speculation about LeBron James as a Chicago Bull to see what it says about the state of professional basketball.,"{'main': 'A Diagnosis, as LeBron Fever Sweeps the City', 'kicker': 'Chicago News Cooperative', 'content_kicker': None, 'print_headline': 'A Diagnosis, as LeBron Fever Sweeps the City', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Draft and Recruitment (Sports)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago Bulls', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Basketball Assn', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Chicago (Ill)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'James, LeBron', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'ESPN', 'rank': 8, 'major': 'N'}]",National,Sports,compound,0.0
1287,1287,The city plan to rare Palestinian home to make way for a tourist area ,2010-06-28 01:51:09+00:00,The city plans to raze 22 Palestinian homes to make way for a tourist area.,"{'main': 'Palestinians and Police Collide in East Jerusalem', 'kicker': None, 'content_kicker': None, 'print_headline': 'Palestinians And Police Collide Over Silwan', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'East Jerusalem', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0
1288,1288,People around the world say they firmly support equal right but many still believe men should get preference ,2010-07-01 04:04:24+00:00,"People around the world say they firmly support equal rights, but many still believe men should get preference.","{'main': 'Equal Rights for Women? Survey Says: Yes, but ...', 'kicker': 'The Female Factor', 'content_kicker': None, 'print_headline': 'Equal Rights for Women? Survey Says: Yes, but . . .', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Women and Girls', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Civil Rights and Liberties', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Feminist Movement', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Surveys and Series', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.2144
1289,1289,A medical student and a vice president at Bondman Each are married ,2010-07-02 23:02:14+00:00,A medical student and a vice president at Goldman Sachs are married.,"{'main': 'Heather Goodman, Jordan Feil', 'kicker': None, 'content_kicker': None, 'print_headline': 'Heather Goodman, Jordan Feil', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,0.0
1290,1290,The couple met at Temple University ,2010-07-02 23:02:48+00:00,The couple met at Temple University.,"{'main': 'Christine Parsons, Jordan Lustig', 'kicker': None, 'content_kicker': None, 'print_headline': 'Christine Parsons, Jordan Lustig', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,0.0
1291,1291,In a mister election year Democrats defending House district they captured from Republicans are trying to retreat the Drama campaign machinery ,2010-07-03 21:41:35+00:00,"In a midterm election year, Democrats defending House districts they captured from Republicans are trying to recreate the Obama campaign machinery.","{'main': 'Rougher Road for Democrats With Obama Off Ticket', 'kicker': 'State in Play', 'content_kicker': None, 'print_headline': 'Rougher Road for Democrats Without Obama Atop Ticket', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Ohio', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Driehaus, Steve', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 6, 'major': 'N'}]",National,U.S.,compound,0.2023
1292,1292,Is the United States seek to end a four decade Jewish settlement enterprise the American Treasury help sustain the settlement through tax break on donation to support them ,2010-07-06 01:07:43+00:00,"As the United States seeks to end a four-decade Jewish settlement enterprise, the American Treasury helps sustain the settlements through tax breaks on donations to support them.","{'main': 'Tax-Exempt Funds Aid Settlements in West Bank', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tax-Exempt Funds Aiding Settlements in West Bank', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Philanthropy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Jews and Judaism', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Tax Exemptions', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Israeli Settlements', 'rank': 9, 'major': 'N'}]",Foreign,World,compound,0.8402
1293,1293,The bride reach chemistry the bridegroom reach music ,2010-07-11 03:05:55+00:00,"The bride teaches chemistry, the bridegroom teaches music.","{'main': 'Kathryn Humora, Jordan Brown', 'kicker': None, 'content_kicker': None, 'print_headline': 'Kathryn Humora, Jordan Brown', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,0.0516
1294,1294,The United States plan on Thursday to transfer to the government of Ran the last American run prison marking another limestone in the winding down of Americans war ,2010-07-14 21:25:11+00:00,"The United States plans on Thursday to transfer to the government of Iraq the last American-run prison, marking another milestone in the winding down of Americaâs war.","{'main': 'Transfer of Prison in Iraq Marks Another Milestone', 'kicker': None, 'content_kicker': None, 'print_headline': 'Transfer of Last U.S.-Run Prison to Iraqis Represents Another Milestone', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA IN MESOPOTAMIA', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Iraq War (2003- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Odierno, Raymond T', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Aziz, Tariq', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.6597
1295,1295,Weeks after an beat meeting between U S and Israel leader analysis suggest indirect Israel Palestinian talk have accentuated difference ,2010-07-14 23:56:35+00:00,"Weeks after an upbeat meeting between U.S. and Israeli leaders, analysts suggest indirect Israeli-Palestinian talks have accentuated differences.","{'main': 'Cheer, Then Gloom, on Talks for Peace Deal in Mideast', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Cheer, Then Gloom, on Mideast Talks', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'United States International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Israeli Settlements', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Netanyahu, Benjamin', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.0
1296,1296,Highlight from the I H T archive ,2010-07-15 11:31:10+00:00,Highlights from the I.H.T. archives.,"{'main': '100, 75, 50 Years Ago', 'kicker': 'From the International Herald Tribune', 'content_kicker': None, 'print_headline': '100, 75, 50 Years Ago', 'name': None, 'seo': None, 'sub': None}",[],Editorial,Opinion,compound,0.34
1297,1297,Faced with a budget impulse Sov Arnold Schwarzenegger is trying to reduce the pay of state worker to minimum wage ,2010-07-17 01:38:11+00:00,"Faced with a budget impasse, Gov. Arnold Schwarzenegger is trying to reduce the pay of 200,000 state workers to minimum wage.","{'main': 'On State Pay Cuts, Judge Rebuffs California Governor', 'kicker': None, 'content_kicker': None, 'print_headline': 'On State Pay Cuts, Judge Rebuffs California Governor', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Schwarzenegger, Arnold', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Budgets and Budgeting', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,-0.1027
1298,1298,Highlight from the I H T archive ,2010-07-18 10:50:33+00:00,Highlights from the I.H.T. archives.,"{'main': '100, 75, 50 Years Ago', 'kicker': 'From the International Herald Tribune', 'content_kicker': None, 'print_headline': '100, 75, 50 Years Ago', 'name': None, 'seo': None, 'sub': None}",[],Editorial,Opinion,compound,0.34
