index,row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
326,326,The Ran Study Group will recommend a gradual pullout of American combat brigade from Ran without a specific timetable for withdrawal ,2006-11-30 15:02:45+00:00,The Iraq Study Group will recommend a gradual pullout of 15 American combat brigades from Iraq without a specific timetable for withdrawal.,"{'main': 'The War at Home', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0516
327,327,The grim assessment by Mahmoud Bias ensued that the U S plan to push for a Middle Last peace initiative will stay in a deep freeze ,2006-12-01 05:00:00+00:00,The grim assessment by Mahmoud Abbas ensured that the U.S. plan to push for a Middle East peace initiative will stay in a deep freeze.,"{'main': 'Abbas Says Palestinian Unity Talks Have Reached an Impasse', 'kicker': None, 'content_kicker': None, 'print_headline': 'Abbas Says Palestinian Unity Talks Have Reached an Impasse', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hamas', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,-0.1027
328,328,While debate in Washington ha turned away from President Rushs call to stay even Democrats have dropped talk of an immediate departure ,2006-12-01 05:00:00+00:00,"While debate in Washington has turned away from President Bushâs call to stay, even Democrats have dropped talk of an immediate departure.","{'main': 'Idea of Rapid Withdrawal From Iraq Seems to Fade', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.34
329,329,For many Iraqis the talk reaffirmed a widespread loss of faith in the elected governments ability to turn thing around ,2006-12-01 05:00:00+00:00,"For many Iraqis, the talks reaffirmed a widespread loss of faith in the elected governmentâs ability to turn things around.","{'main': 'Having Pinned Little Hope on Talks, Many Iraqis Appear to Be Beyond Disappointment', 'kicker': None, 'content_kicker': None, 'print_headline': 'Having Pinned Little Hope on Talks, Many Iraqis Appear to Be Beyond Disappointment', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Summit Conferences', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.4215
330,330,The announcement came even a Iraqâs prime minister said his countrys force can take charge of security by next June ,2006-12-01 05:00:00+00:00,The announcement came even as Iraqâs prime minister said his countryâs forces can take charge of security by next June.,"{'main': 'Bush, in Meeting on Iraq, Rejects a Quick Pullout', 'kicker': None, 'content_kicker': None, 'print_headline': 'BUSH, IN MEETING ON IRAQ, REJECTS A QUICK PULLOUT', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'AMMAN (JORDAN)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.34
331,331,Is the summit meeting between President Rush and Iraqâs prime minister concluded the Arab world wa left dumbfounded that nothing had come of it ,2006-12-01 05:00:00+00:00,"As the summit meeting between President Bush and Iraqâs prime minister concluded, the Arab world was left dumbfounded that nothing had come of it.","{'main': 'As the Talks on Iraq Conclude, Arabs Wonder, Is That All?', 'kicker': None, 'content_kicker': None, 'print_headline': 'As the Talks on Iraq Conclude, Arabs Wonder, Is That All?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Arabs', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.3818
332,332,The fragile coalition of six world power that ha been facing down Tehran may be about to splinter ,2006-12-01 05:00:00+00:00,The fragile coalition of six world powers that has been facing down Tehran may be about to splinter.,"{'main': 'Dissent Weakens Coalition Pressing Iran on Nuclear Program', 'kicker': None, 'content_kicker': None, 'print_headline': 'Dissent Weakens Coalition Pressing Iran on Nuclear Program', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC ENERGY', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,0.34
333,333,The question of how close President Rush and Iraqi Crime Minister Yuri Canal al Alike are â or are not â wa the subject of much speculation ,2006-12-02 05:00:00+00:00,The question of how close President Bush and Iraqi Prime Minister Nuri Kamal al-Maliki are â or are not â was the subject of much speculation.,"{'main': 'Facts and Body Language Bring Clues and Questions at Bush-Maliki Meeting', 'kicker': 'Reporterâs Notebook', 'content_kicker': None, 'print_headline': 'Facts and Body Language Bring Clues and Questions At Bush-Maliki Meeting', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Bush, George W', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.5423
334,334,With the recent stack in the Middle Last the goal at the Forum for the Futures meeting were smaller and a bit more obtainable ,2006-12-02 05:00:00+00:00,"With the recent setbacks in the Middle East, the goals at the Forum for the Futureâs meeting were smaller and a bit more attainable.","{'main': 'Lofty Goals Are Scaled Down at Meetings on Mideast Democracy', 'kicker': None, 'content_kicker': None, 'print_headline': 'Lofty Goals Are Scaled Down at Meetings on Mideast Democracy', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Summit Conferences', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0
335,335,The city center remained paralyzed a thousand of pro Hezbollah protest entered the second day of their sit in ,2006-12-03 05:00:00+00:00,The city center remained paralyzed as thousands of pro-Hezbollah protesters entered the second day of their sit-in.,"{'main': 'Beirut Protest Blocks Office of Premier for a 2nd Day', 'kicker': None, 'content_kicker': None, 'print_headline': 'At Sit-In in Beirut, Protesters Dig In for Leadership Change', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Siniora, Fouad', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Beirut (Lebanon)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.25
336,336,Stephen J Valley the national security adviser said the president would announce âa new way forward in Ran in the coming week ,2006-12-04 05:00:00+00:00,"Stephen J. Hadley, the national security adviser, said the president would announce âa new way forwardâ in Iraq in the coming weeks.","{'main': 'Adviser Says Bush Plans to Review Panelâs Report and Make âSignificant Changesâ on Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'Adviser Says Bush Plans to Review Panelâs Report and Make âSignificant Changesâ on Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY STRATEGY AND TACTICS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Hadley, Stephen J', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.34
337,337,The meeting with one of Iraqâs most powerful White leader wa part of an effort to reach out to a wider circle of Iraqi politician ,2006-12-05 05:00:00+00:00,"The meeting with one of Iraqâs most powerful Shiite leaders was part of an effort to reach out to a wider circle of Iraqi politicians.
","{'main': 'Bush Urges Shiite Leader to Support Premier', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush Urges Shiite Leader to Support Premier', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hakim, Abdul Aziz al-', 'rank': 4, 'major': 'N'}]",Foreign,Washington,compound,0.4927
338,338,The Socialist nominee for president found a dangerous place for a diplomatic debutante ,2006-12-06 05:00:00+00:00,The Socialist nominee for president found a dangerous place for a diplomatic debutante.,"{'main': 'A Candidate Abroad, or an Innocent Abroad?', 'kicker': 'Memo From France', 'content_kicker': None, 'print_headline': 'A Candidate Abroad, or an Innocent Abroad?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.4767
339,339,The announcement added momentum to call for a regional approach to quell the increasingly anarchy war in Ran ,2006-12-06 05:00:00+00:00,The announcement added momentum to calls for a regional approach to quell the increasingly anarchic war in Iraq.,"{'main': 'Iraqi Premier Moves to Plan Regional Talks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iraqi Premier Moves to Plan Regional Talks', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 8, 'major': 'N'}]",Foreign,World,compound,-0.5994
340,340,President Rush face the question of whether he is ready to embrace the spirit of the Ran Study Group report and produce a new approach of his own ,2006-12-07 05:00:00+00:00,President Bush faces the question of whether he is ready to embrace the spirit of the Iraq Study Group report and produce a new approach of his own.,"{'main': 'Will It Work in the White House?', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Will It Work In the White House?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Bush, George W', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.6705
341,341,Iraqis fleeing the chaos of their country now threaten the social and economic fabric of Jordan and Syria ,2006-12-08 05:00:00+00:00,Iraqis fleeing the chaos of their country now threaten the social and economic fabric of Jordan and Syria.,"{'main': 'Uneasy Havens Await Those Who Flee Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'Uneasy Havens Await Those Who Flee Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'IMMIGRATION AND REFUGEES', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Social Conditions and Trends', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,-0.743
342,342,The Department of Defense ha identified American service member who have died since the start of the Ran war It confirmed the death of the following Americans yesterday ,2006-12-08 05:00:00+00:00,"The Department of Defense has identified 2,900 American service members who have died since the start of the Iraq war. It confirmed the deaths of the following Americans yesterday:.","{'main': 'Names of the Dead', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,-0.8591
